=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.11.21 12:19:09 =~=~=~=~=~=~=~=~=~=~=~=
5, 150
5001322, 277
5003544, 277
5005766, 279
5007988, 279
5010205, 279
5012422, 279
5014639, 279
5016861, 279
5019081, 280
5021302, 280
5023521, 282
5025739, 282
5027957, 283
5030177, 285
5032398, 286
5034616, 288
5036833, 291
5039055, 339
5041272, 339
5043490, 340
5045709, 342
5047931, 345
5050150, 347
5052367, 400
5054586, 400
5056806, 402
5059028, 403
5061252, 450
5063475, 451
5065694, 453
5067915, 493
5070138, 493
5072359, 496
5074579, 540
5076796, 541
5079015, 543
5081236, 584
5083454, 584
5085672, 586
5087894, 631
5090112, 632
5092336, 664
5094556, 665
5096776, 666
5098997, 711
5101215, 712
5103433, 714
5105652, 755
5107871, 755
5110089, 757
5112308, 799
5114526, 800
5116744, 827
5118964, 828
5121182, 829
5123400, 868
5125618, 869
5127837, 896
5130058, 897
5132280, 922
5134500, 923
5136719, 924
5138938, 957
5141162, 958
5143381, 959
5145599, 992
5147821, 992
5150038, 993
5152256, 1023
5154474, 1024
5156691, 1025
5158911, 1052
5161130, 1053
5163349, 1054
5165568, 1082
5167786, 1083
5170003, 1084
5172223, 1109
5174442, 1109
5176661, 1111
5178878, 1135
5181096, 1135
5183317, 1136
5185536, 1160
5187755, 1161
5189971, 1162
5192194, 1184
5194414, 1184
5196636, 1185
5198856, 1206
5201076, 1206
5203294, 1207
5205511, 1208
5207728, 1230
5209949, 1231
5212170, 1231
5214389, 1233
5216609, 1252
5218827, 1252
5221048, 1253
5223268, 1254
5225485, 1255
5227704, 1277
5229921, 1278
5232139, 1278
5234360, 1279
5236577, 1280
5238796, 1281
5241015, 1302
5243233, 1302
5245451, 1303
5247675, 1303
5249895, 1304
5252115, 1305
5254335, 1306
5256558, 1307
5258776, 1308
5260996, 1309
5263215, 1310
5265434, 1311
5267652, 1312
5269870, 1331
5272088, 1331
5274307, 1331
5276525, 1331
5278743, 1331
5280961, 1332
5283178, 1332
5285395, 1333
5287614, 1333
5289832, 1333
5292050, 1334
5294268, 1334
5296488, 1334
5298709, 1334
5300927, 1335
5303146, 1335
5305365, 1335
5307583, 1335
5309803, 1335
5312021, 1335
5314239, 1335
5316461, 1335
5318678, 1335
5320896, 1335
5323114, 1334
5325332, 1334
5327556, 1334
5329775, 1334
5331993, 1334
5334209, 1333
5336429, 1333
5338650, 1333
5340868, 1332
5343091, 1331
5345310, 1331
5347529, 1330
5349754, 1330
5351974, 1329
5354194, 1329
5356414, 1328
5358631, 1327
5360847, 1327
5363070, 1326
5365293, 1325
5367516, 1325
5369734, 1324
5371952, 1323
5374171, 1322
5376389, 1321
5378608, 1321
5380832, 1320
5383052, 1319
5385273, 1318
5387492, 1317
5389712, 1316
5391931, 1315
5394153, 1315
5396373, 1314
5398591, 1313
5400809, 1312
5403030, 1311
5405250, 1310
5407468, 1310
5409685, 1309
5411902, 1308
5414123, 1308
5416347, 1307
5418567, 1306
5420785, 1305
5423005, 1305
5425223, 1303
5427442, 1303
5429663, 1302
5431880, 1302
5434098, 1301
5436316, 1300
5438534, 1300
5440755, 1299
5442974, 1299
5445189, 1298
5447411, 1297
5449632, 1297
5451855, 1296
5454075, 1295
5456293, 1295
5458511, 1295
5460732, 1295
5462950, 1295
5465173, 1294
5467393, 1294
5469612, 1294
5471829, 1294
5474048, 1294
5476267, 1294
5478484, 1294
5480702, 1294
5482919, 1294
5485137, 1294
5487355, 1294
5489579, 1294
5491801, 1294
5494023, 1294
5496246, 1294
5498465, 1294
5500683, 1294
5502902, 1294
5505125, 1295
5507344, 1295
5509560, 1295
5511777, 1295
5513998, 1295
5516216, 1296
5518432, 1296
5520653, 1297
5522870, 1297
5525090, 1297
5527313, 1298
5529533, 1299
5531753, 1299
5533976, 1300
5536194, 1300
5538412, 1300
5540632, 1301
5542850, 1302
5545068, 1303
5547284, 1303
5549500, 1304
5551719, 1305
5553938, 1305
5556158, 1306
5558379, 1307
5560597, 1307
5562816, 1307
5565034, 1308
5567253, 1310
5569472, 1310
5571688, 1311
5573908, 1311
5576126, 1313
5578345, 1313
5580566, 1314
5582784, 1315
5585002, 1316
5587221, 1316
5589439, 1318
5591659, 1318
5593880, 1320
5596100, 1320
5598318, 1321
5600537, 1322
5602760, 1323
5604982, 1323
5607201, 1324
5609419, 1325
5611638, 1326
5613857, 1327
5616076, 1327
5618294, 1328
5620512, 1329
5622732, 1330
5624949, 1330
5627167, 1331
5629390, 1331
5631615, 1332
5633837, 1332
5636056, 1333
5638275, 1333
5640494, 1334
5642712, 1334
5644932, 1334
5647149, 1335
5649367, 1335
5651586, 1335
5653805, 1335
5656027, 1336
5658245, 1336
5660464, 1337
5662682, 1337
5664903, 1337
5667122, 1337
5669341, 1337
5671562, 1338
5673781, 1338
5675999, 1338
5678223, 1338
5680443, 1338
5682661, 1338
5684879, 1339
5687098, 1339
5689319, 1339
5691541, 1339
5693760, 1339
5695978, 1339
5698198, 1340
5700416, 1340
5702640, 1341
5704859, 1341
5707076, 1341
5709292, 1341
5711512, 1341
5713731, 1341
5715952, 1342
5718170, 1342
5720389, 1342
5722612, 1342
5724828, 1342
5727050, 1342
5729271, 1342
5731493, 1342
5733715, 1342
5735934, 1342
5738152, 1343
5740372, 1343
5742590, 1343
5744809, 1343
5747029, 1343
5749251, 1343
5751470, 1343
5753690, 1343
5755906, 1343
5758125, 1343
5760343, 1343
5762561, 1343
5764781, 1343
5767001, 1343
5769219, 1343
5771438, 1343
5773656, 1342
5775874, 1342
5778095, 1342
5780318, 1341
5782536, 1341
5784757, 1341
5786977, 1341
5789193, 1341
5791415, 1341
5793630, 1341
5795851, 1341
5798068, 1341
5800286, 1341
5802509, 1341
5804727, 1340
5806946, 1340
5809169, 1340
5811387, 1340
5813610, 1340
5815831, 1340
5818047, 1340
5820266, 1340
5822486, 1340
5824703, 1340
5826925, 1340
5829143, 1340
5831366, 1340
5833583, 1340
5835800, 1339
5838019, 1339
5840238, 1339
5842461, 1339
5844683, 1339
5846908, 1339
5849128, 1339
5851345, 1339
5853562, 1339
5855783, 1339
5858001, 1339
5860221, 1339
5862444, 1339
5864663, 1339
5866882, 1339
5869105, 1339
5871325, 1339
5873542, 1339
5875759, 1340
5877979, 1340
5880199, 1340
5882417, 1340
5884634, 1340
5886856, 1340
5889080, 1340
5891299, 1340
5893523, 1340
5895747, 1340
5897964, 1340
5900182, 1341
5902401, 1341
5904620, 1341
5906840, 1341
5909059, 1341
5911277, 1341
5913498, 1341
5915722, 1342
5917941, 1342
5920160, 1342
5922382, 1342
5924600, 1342
5926817, 1343
5929036, 1343
5931256, 1343
5933475, 1344
5935693, 1344
5937910, 1344
5940131, 1344
5942354, 1344
5944572, 1344
5946790, 1345
5949010, 1345
5951228, 1345
5953452, 1345
5955674, 1345
5957893, 1345
5960109, 1346
5962327, 1346
5964547, 1346
5966767, 1346
5968986, 1346
5971207, 1346
5973426, 1346
5975643, 1346
5977861, 1347
5980080, 1347
5982299, 1347
5984518, 1348
5986740, 1348
5988959, 1348
5991177, 1348
5993396, 1348
5995619, 1349
5997842, 1349
6000059, 1349
6002277, 1349
6004495, 1349
6006716, 1349
6008935, 1349
6011151, 1349
6013371, 1349
6015589, 1350
6017810, 1350
6020028, 1350
6022244, 1350
6024462, 1350
6026678, 1350
6028897, 1350
6031116, 1350
6033335, 1351
6035557, 1351
6037777, 1351
6039994, 1351
6042213, 1352
6044433, 1352
6046658, 1352
6048877, 1352
6051096, 1352
6053319, 1352
6055538, 1352
6057758, 1353
6059977, 1353
6062195, 1353
6064413, 1353
6066632, 1353
6068853, 1353
6071074, 1353
6073293, 1353
6075513, 1353
6077734, 1353
6079954, 1353
6082172, 1353
6084388, 1353
6086608, 1353
6088826, 1354
6091047, 1354
6093269, 1354
6095489, 1353
6097708, 1353
6099927, 1353
6102145, 1353
6104362, 1353
6106583, 1353
6108802, 1353
6111021, 1354
6113239, 1354
6115457, 1354
6117677, 1353
6119895, 1353
6122114, 1353
6124336, 1353
6126556, 1353
6128771, 1353
6130990, 1354
6133209, 1354
6135433, 1354
6137652, 1354
6139870, 1354
6142088, 1354
6144308, 1354
6146527, 1354
6148746, 1354
6150964, 1354
